V1,A.S. President,A.S. President,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,A.S. Student Advocate General,A.S. Student Advocate General,A.S. Student Advocate General,A.S. Student Advocate General,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - CCS,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. University Owned Off Campus,
R_6gre0bHlcrqeT53,2,4,"Vestibulum viverra magnis, donec faucibus rhoncus, temporibus, auctor leo orci. Wisi sagittis rhoncus.",3,1,,,,,,,,,,,1,3,Temporibus ultricies urna maecenas! Neque felis magnis vitae aliquam eleifend vehicula mattis ullamcorper.,2,4,1,,,,,2,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Imperdiet cras ridiculus sit tempus justo blandit fermentum lorem placerat turpis vulputate diam.,2,,,5,1,,4,,,,,
R_5ptOSAkTQn3BNwV,1,4,Scelerisque imperdiet convallis eros etiam tempora at ab dapibus pharetra erat sit fermentum.,2,3,,,,,,1,,,,,1,,,,,,1,"Iaculis pellentesque vehicula quis maecenas duis, malesuada fusce sollicitudin, ab phasellus scelerisque. Justo blandit convallis.",,2,,,,,,,,,,,,,,,,,1,,11,12,,,8,,10,,9,,,,,,7,,5,6,,4,,,,3,,,,,,2,Montes scelerisque sollicitudin phasellus dolor massa consequat metus! Bibendum commodo.,,,,,,,,,,,,,,
R_aYn5ky2esve7dml,1,2,"Odio imperdiet! Diam sem, dui porta elit donec a! Suspendisse imperdiet.",4,3,1,2,Convallis lorem faucibus ultricies accumsan blandit. Facilisis tellus? Phasellus maecenas leo.,3,,2,3,Non amet nulla eget dolor. Mattis! Odio cras porttitor volutpat per tempor porta? Laoreet.,4,1,1,,,,2,1,,,2,,,,,,,,,1,,,,,,,,5,,8,,,,,9,10,,4,,1,,3,,,2,,7,,,,,,,,,6,,,11,,,,,,,,,,,,,,,,
R_bBJvhRckT1O1Bl3,3,4,"Vulputate dapibus? Aliquet. Sagittis. Praesent, nec tincidunt risus bibendum faucibus tellus. Posuere pretium tellus.",2,1,2,,,1,,,,,,,,,,,,,1,Odio praesent. In! Proin rhoncus dictumst pellentesque sed eleifend massa ultrices metus primis euismod.,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,4,3,,,,,
R_3ghAxraUHjsyY1D,2,3,Cras facilisis at purus gravida egestas. Morbi? Maecenas viverra interdum malesuada. Natoque faucibus per! In.,1,4,4,1,Ante posuere porta fusce sem? Fringilla commodo porta vehicula cursus consectetuer.,2,3,1,,,,,,,,2,1,,,,1,,,,,,,,,,,,,,,,,,2,,,5,4,,,8,,,,,,9,11,,,,,,3,1,,,7,12,10,,,6,,,,,,,,,,,,,,,,,
R_0DHfOg2oTY4GoIJ,1,3,Id! Tortor posuere duis fusce ridiculus potenti pellentesque tempora donec id maecenas bibendum.,4,2,,,,,1,1,2,"Viverra, platea risus porta curabitur elit volutpat praesent tempor. Pretium iaculis augue, sagittis? Natoque.",4,3,4,2,Vulputate elementum ipsum ab elementum euismod praesent. Scelerisque metus? Odio. In ullamcorper morbi accusamus natoque.,3,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,7,,,,1,,2,,,,6,,,,,,,,,,5,,3,,,,,,,,,,,,,,,,,,
R_eaZwKQVoYPh9W0l,3,4,"Nonummy maecenas nonummy tempor fusce? Risus, pretium eget! Tempus. Sed. Posuere ultrices ultrices laoreet.",2,1,4,2,Magna. Tellus. Nunc mi auctor fringilla? Gravida laoreet mauris? Justo pellentesque.,1,3,,2,Pretium purus velit ante dapibus mauris maecenas tellus ultricies ab nulla.,,1,3,1,Ipsum aenean euismod metus a urna ligula rhoncus justo eu at nullam temporibus tortor integer.,2,,,,,,,,1,Leo mi donec enim sit dignissim. Enim volutpat suscipit laoreet.,3,,4,2,,,,,,,,,,,,,1,,,4,,3,,,,,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1Tyn3PAUf23gCzz,4,1,"Enim donec tempus sem pharetra, posuere sem, augue sapien tempor morbi venenatis.",3,2,,1,Tellus justo tempora cursus? Laoreet sagittis magnis primis tincidunt blandit.,,2,2,1,Non culpa ridiculus convallis vitae turpis integer! Aliquam rutrum interdum elit.,,,1,2,"Vitae vivamus volutpat id, consequat porttitor ipsum orci pellentesque dolor cursus massa duis potenti! Pede.",,3,2,1,"Phasellus. Sed magna id placerat suscipit elementum auctor platea, eleifend dictumst fusce, interdum dapibus integer.",,3,,,,,,,,,,,,,1,"Accumsan, interdum augue. Vulputate quam. Interdum? Pharetra sodales sagittis culpa? Facilisi.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Erat platea placerat! Risus. Ridiculus tellus nibh vitae ullamcorper accumsan culpa pede morbi.,2,
R_agV309cMZUwRQVL,1,2,Luctus mattis laoreet volutpat lorem id sagittis nullam? At mi pede? Mauris egestas.,3,4,,1,Urna sem. Ipsum. Tempus lectus proin. Tempus elit. Vitae eget euismod.,,,2,,,1,3,,,,,,2,,,1,,3,,,2,1,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,
R_6o45KRD8lkGoY7z,1,2,Viverra facilisi facilisi enim culpa! Fermentum? Sapien etiam dictumst volutpat accumsan lacus sit.,4,3,,,,,,4,3,Integer odio culpa proin. Urna ullamcorper aliquet nonummy malesuada natoque fusce.,1,2,2,3,Volutpat enim. Placerat quis scelerisque aliquam orci posuere fusce accusamus erat.,,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_6s1KO0tIOYxhrqB,3,2,Gravida tellus blandit posuere id consectetuer metus proin tellus sem nec.,4,1,,1,Eleifend facilisi sem vel imperdiet faucibus vestibulum. Nonummy ac. Quis bibendum platea! Eu.,2,,2,3,Ullamcorper at sagittis! Curabitur elit egestas ac ridiculus! Ab scelerisque. Ligula. Risus praesent.,1,,,,,,,2,,,,1,,,,,,,,,,,,1,3,Tempor malesuada magna rutrum posuere dui non! Rhoncus vel duis non.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ePBGHQKpnbgfMy1,2,1,Ipsum augue convallis dignissim platea mi justo wisi erat bibendum ligula! Pellentesque.,4,3,1,,,,,,,,,,3,1,"Ligula? Per. Aliquet natoque tempus fermentum, ligula tincidunt morbi est orci posuere est malesuada.",2,,4,1,Fermentum a dolorem temporibus. Donec molestie venenatis consequat urna aenean accumsan wisi viverra fusce.,2,3,,,,,,,,1,,,2,,,,,,,3,1,,,,,,,,,5,10,4,11,8,6,,9,,,2,,,7,,,,,,,,,,,,,,,,,,,,,,
R_78lbo5m4w7MbbXD,3,1,Tempus bibendum? Imperdiet vehicula. Pellentesque molestie montes interdum. Sem arcu molestie sagittis fermentum curabitur.,4,2,,1,Ultricies odio diam blandit sagittis diam facilisi in imperdiet porttitor donec.,,,,3,"Facilisis tellus. Ante, porta orci suspendisse egestas odio sem! Ipsum orci. Suscipit pede dictumst.",1,2,2,,,1,3,1,3,Ligula scelerisque. Pede ligula. Wisi eu faucibus nec augue ullamcorper.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cACwpBCsjDPobsx,3,2,Dictumst ultricies nonummy cursus maecenas faucibus odio turpis nulla blandit! Massa nonummy.,4,1,,,,,1,2,1,Eros vestibulum id imperdiet ipsum! Wisi dictumst dapibus pharetra sed.,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,Et leo blandit posuere! Eu quam a ridiculus turpis mauris lorem fermentum ab.,1,
R_aWUqLLAfyMcvWMl,1,2,Ante felis mauris. Quis molestie euismod montes suscipit. Est montes est rutrum.,4,3,,,,,1,,1,Ultricies natoque sodales cursus cras amet leo elit ligula sagittis scelerisque. Natoque eu cursus.,,,,,,,,3,1,At. Sollicitudin convallis pretium cras auctor mattis nonummy ut tempor.,2,,,2,"Magna bibendum, dictumst! A velit commodo accusamus? Pede magnis tincidunt accusamus risus! Erat? Rhoncus tortor.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,2,4,5,,,,,
R_8q510PN9FdbU4pT,2,4,Atque sollicitudin tempus posuere wisi ullamcorper integer massa integer felis leo nulla gravida.,3,1,,,,1,,1,2,"Accusamus nibh per mi tortor pellentesque at, magna ultrices curabitur gravida porttitor accumsan.",3,4,,,,,,3,4,"Auctor justo ante. Malesuada mauris sollicitudin. Mi sodales et. Vivamus consectetuer, purus wisi sagittis.",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
R_8ChWjAbNQoy1COp,3,4,"Enim. Eleifend vitae amet, pede, bibendum massa. Erat. Lorem cras etiam pellentesque orci ridiculus.",2,1,1,2,Pede orci aenean tortor fusce accusamus atque pharetra rutrum ipsum nibh. Ante malesuada.,,,3,,,2,1,,,,,,2,3,"Ridiculus ut. Vestibulum eleifend dui accumsan urna ante nunc, bibendum tincidunt risus.",,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,"Justo. Iaculis euismod ut placerat quis, platea nunc tempus bibendum. Temporibus, consectetuer vehicula? Fermentum pretium.",2,
R_9oatSYifVnun1T7,3,4,Non? Elementum integer sem nonummy enim convallis neque orci mauris viverra.,1,2,3,1,Aenean at. Placerat venenatis culpa in et turpis lacus. Wisi tempus.,,2,4,2,Pede pede nec velit orci sollicitudin mauris urna ut turpis rutrum tellus. Quis ac.,1,3,2,1,Eleifend pharetra scelerisque ipsum dignissim viverra dolorem odio. Massa tempus scelerisque consequat sapien? Mattis.,4,3,,,,2,1,,,,,,,,,,,,,,,,,1,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_74CUOZK3xP9OjE9,2,1,Malesuada eros magnis arcu et ridiculus in gravida eleifend porta sit purus metus pede? Est.,4,3,4,3,"Tincidunt. Venenatis ligula wisi? Justo ultrices eget neque. Etiam urna montes, suscipit.",2,1,,,,1,,,,,,,1,2,Platea culpa arcu dolor sagittis et cursus quam. Eros! Bibendum.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
R_ehTA3ZTjLvJauW1,1,3,Elit. Bibendum massa volutpat per sed sit faucibus vitae consequat.,4,2,,,,,,,,,,,,3,"Mattis. Quis? Eget rhoncus facilisi, vel dui eleifend, id ab accusamus.",1,2,,2,Primis wisi vulputate vulputate viverra mauris viverra elit leo dictumst platea arcu.,,1,2,,,1,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Ac? Vulputate eget purus vivamus elit sollicitudin blandit ab. Pretium. Etiam lorem iaculis potenti ridiculus.,,,2,,,,,,,,,
R_0OkIjZ6Vvdq1UCp,1,3,Lacus fusce primis vulputate facilisi? Accusamus! Facilisis facilisis ultrices? Egestas.,2,4,1,4,"Vel aenean? Luctus. Felis fermentum commodo in potenti porttitor. Ab vestibulum, dictumst viverra.",2,3,1,3,Metus? Volutpat? Facilisis consectetuer blandit aliquet magna nunc pede leo.,,2,1,,,,,,,,,,,,,,,,,,2,"Etiam a, dignissim ultrices! Natoque primis duis. Suscipit sem convallis convallis. Quam, sit? Interdum? Volutpat.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Aenean imperdiet sapien. Duis interdum iaculis augue vivamus nec facilisi integer.,,3,,2,1,,,,,,,
R_eILdykDkkqbWdmZ,4,3,Nulla venenatis tincidunt ante vitae eu pharetra lacus! Faucibus mattis facilisis vestibulum! Convallis elementum lectus.,1,2,1,,,2,,1,,,2,,,,,1,2,,2,"Iaculis volutpat diam proin accusamus scelerisque luctus pharetra posuere, blandit integer odio odio ligula.",1,,,,,,,,,,,,,,,,,,10,,,11,,9,,,,,8,4,7,,,,12,,,3,,,,6,5,1,,,,,2,,,,,,,,,,,,,,,,
R_6XAoNsG3fAkvAZ7,1,2,Elit leo quis suscipit magnis! Justo euismod atque temporibus quis metus lorem.,3,4,,1,Fermentum porta elit! A quis eleifend elit porttitor massa scelerisque felis.,,2,1,3,"Lacus lacus suscipit ab id odio erat accusamus odio vivamus metus sapien faucibus? Tempus, sapien.",4,2,,,,,1,1,2,Interdum mi? Sed porta ab maecenas accusamus. Facilisi dui dui lacus.,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,"Dolor, diam sollicitudin ultrices cursus eget dolorem fermentum montes potenti praesent! Pharetra curabitur.",2,
R_ahZYhzPtq12udcV,1,2,Mattis curabitur platea bibendum cursus curabitur volutpat turpis euismod purus. Vulputate eu facilisis.,3,4,,,,1,,,,,,,2,1,"Suspendisse est sapien mauris convallis leo wisi, egestas! Montes duis consequat euismod.",3,,1,,,,2,,,,,,,,2,,,1,,,,,,8,,5,7,,3,,,1,,,,,,,,,,,2,10,,,4,,,9,,6,,,,,,,,,,,,,,,,,,
R_dnSYtxoPYwcXuXX,4,2,Purus aliquam elit proin molestie purus facilisis cras urna dapibus! Vehicula maecenas. Velit.,1,3,,,,,,1,3,"Suspendisse ab risus lorem euismod curabitur donec, imperdiet erat consectetuer massa.",,2,2,1,Laoreet lacus rutrum elementum sit. Erat pellentesque? Auctor quis placerat.,3,4,,1,Nec luctus porttitor posuere! Integer dapibus posuere porta. Diam facilisi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dcZtWrexchMURJb,2,4,Molestie volutpat quis consequat euismod! Malesuada etiam metus vehicula culpa ullamcorper eleifend augue.,3,1,,,,,,,,,1,,,,,,,2,3,Viverra commodo mattis sit. Quis ligula purus mattis vel purus.,,1,,,,,,,,,1,Lectus scelerisque blandit magna laoreet iaculis primis pretium auctor neque primis imperdiet nibh culpa.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1O0GQgXpXzzxD7f,2,1,"Wisi nec quis orci magna fringilla massa sapien, at purus.",3,4,4,3,Malesuada. Porta temporibus vel. Dictumst arcu natoque dolorem rutrum praesent rhoncus pellentesque! Eros suscipit lacus.,2,1,2,4,Bibendum rutrum culpa dictumst ridiculus sagittis per platea auctor nec nullam a faucibus vestibulum.,3,1,1,2,Non sollicitudin aliquet aenean molestie aliquet justo dapibus posuere facilisi.,,,3,2,Proin? Porta commodo laoreet pede natoque accusamus venenatis gravida. Scelerisque egestas eros.,4,1,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_erezhU8RNjaJVZz,3,1,"Consectetuer neque ultricies, velit id arcu neque viverra interdum orci vel vivamus. Sollicitudin rhoncus? Tempus.",4,2,,1,"Faucibus, aenean arcu! Per sapien gravida. Per porttitor ab, sed malesuada pharetra platea.",2,3,1,2,"Integer? Maecenas, commodo. Natoque gravida commodo etiam fermentum dapibus. Placerat rhoncus.",,,,,,,1,,2,"Et, laoreet potenti viverra ab temporibus? Curabitur accumsan accusamus, potenti.",,1,,1,Erat gravida sapien wisi per integer morbi rhoncus ipsum montes in.,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
R_6VXoxbNGvALDi8R,2,4,Phasellus luctus cras donec aliquet vitae et porttitor blandit mattis.,1,3,,,,,,3,2,Enim! Vehicula morbi quam laoreet! Wisi? Vestibulum. Phasellus volutpat interdum eu neque fermentum.,1,4,,,,,1,,1,Ipsum bibendum. Elementum. Leo dui ultrices imperdiet pellentesque iaculis diam integer tempora.,2,,2,1,Pharetra justo rutrum vulputate. Tincidunt porttitor blandit? Rhoncus aenean accusamus auctor.,3,,4,,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_40COr9Xon5dptfD,2,1,"Iaculis cursus ut pellentesque facilisis donec, enim enim. Praesent, egestas.",3,4,,,,,,3,4,Dolorem praesent aliquam temporibus facilisis? Tempor sem neque pellentesque maecenas tincidunt.,1,2,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,"Faucibus, accumsan velit wisi dolor lacus tempus dignissim eros malesuada auctor eget etiam.",2,
R_5zFYFYKoBYrVev3,1,3,"Est nulla donec suscipit pellentesque id non purus, aliquam, eros? Justo proin per.",4,2,1,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,4,3,,,,,,,
R_bPAJpi3hHu3iVmd,3,1,"Facilisis risus neque, leo ut pellentesque erat cras laoreet fringilla egestas duis metus nibh.",2,4,1,2,"Dignissim? Ridiculus. Dolorem. Quis ante, donec tortor sollicitudin! Commodo integer orci sed.",3,4,3,1,"Luctus, odio porttitor nulla id lectus tincidunt praesent purus justo culpa maecenas sem eu.",,2,,2,"Orci dui dictumst nonummy erat aliquam. Vestibulum phasellus nunc, risus a praesent tellus.",1,,3,4,Leo platea natoque accusamus! Eros ut cursus aliquet facilisis. Auctor. Pede placerat.,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
R_2gZpAGcHUFTUbWt,4,3,Eget lacus? Pellentesque at pretium? Aenean accumsan. Interdum vulputate. Natoque nec.,1,2,2,1,"Tellus maecenas vitae urna molestie integer commodo. Gravida, per cursus natoque.",3,4,,1,Rhoncus donec justo lorem pretium non mi pretium posuere aliquet! Lorem facilisi facilisis ab vivamus.,2,,,,,,,1,3,"Praesent nunc donec egestas pede, imperdiet, duis donec cras justo. In. Velit morbi curabitur morbi.",2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,"Ab egestas vehicula quis ullamcorper ullamcorper. Est? Duis diam, lacus facilisi.",,
R_bpFf6bY2FexjDIF,2,4,Accumsan molestie pretium laoreet natoque pharetra odio mattis dictumst viverra.,1,3,,,,,,,2,"Accumsan. Rhoncus, pretium fusce ultrices accumsan commodo felis ligula neque.",,1,1,2,"Pellentesque justo. Magna, temporibus mattis nulla? Ab, accusamus montes suspendisse culpa tellus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Nibh ultricies. Euismod vivamus dictumst vestibulum nibh eget malesuada eu aliquet ab eget.,,
R_3WXIPpRhbI6tyf3,2,4,Accusamus. Velit! Consequat tincidunt dignissim diam fusce augue ab potenti sed dictumst! Ante! Tellus.,3,1,,,,,,,,,,1,1,,,,,2,1,Quam fermentum phasellus in elementum. Laoreet eget montes felis eros temporibus cras.,,,,,,,,,,,,,,,,,,,,,6,,,,,,,10,,,,,5,9,1,,,,,,8,,7,,3,2,,,4,,,,,,,,,,,,,,,,
R_6WrdB0ugLyuBC2p,2,3,Accusamus euismod potenti consequat massa neque tempor pellentesque pede. Imperdiet interdum.,1,4,3,2,Augue luctus? Massa vehicula iaculis auctor dolor tortor diam et eleifend a fermentum.,4,1,3,1,Interdum massa maecenas. Curabitur. Molestie ipsum venenatis quam ut ultrices.,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
R_5gpEcHrHKRrX2Sh,3,1,"Nullam, porta venenatis risus erat, phasellus! Velit ante dolorem quam suspendisse diam.",2,4,,,,,,1,2,"Eleifend? Dolor gravida sit accusamus morbi, sapien! Vulputate platea et platea. Laoreet.",3,4,,2,Auctor eros imperdiet suspendisse. Tempus neque arcu venenatis. Interdum sollicitudin eleifend sit urna.,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3EIfi4wpO7AsbYN,4,2,Convallis dignissim est! Pellentesque! Viverra natoque consectetuer est amet aliquam! Suscipit.,3,1,,3,"Lectus dignissim euismod id ligula egestas consectetuer turpis ab, etiam molestie volutpat laoreet arcu potenti.",2,1,2,,,1,3,,1,Euismod! Natoque lectus pellentesque fringilla faucibus vel fringilla elit! Ante? Risus. Aenean. Pellentesque.,,2,1,2,"Vestibulum commodo tincidunt volutpat sapien lorem. Ultrices dui iaculis nibh, proin? Sodales euismod pede.",,,,,,3,4,2,1,,,,,,,,,,,,,,,,1,4,,,,,,,2,8,,5,,3,,,,,,,7,9,,,6,,,,,,,,,,,,,,,,
R_0c5JpciYZ4Skyyx,4,2,"Arcu sodales temporibus, atque cursus dolor porta ipsum magnis dolor wisi neque fringilla nec eu.",1,3,,1,Fermentum fermentum accusamus vivamus ipsum diam amet rhoncus tincidunt fusce neque.,,,,,,2,1,,3,"Mi. Tempus. Platea, per volutpat tempor fermentum vulputate interdum arcu morbi sed facilisi lorem.",1,2,2,1,"Tempor maecenas vestibulum. Pede, magna scelerisque. Massa eget fermentum magnis.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
R_07eLlejwDwMnm8l,4,3,Augue nec atque faucibus. Suspendisse euismod tempora! Wisi potenti sollicitudin dapibus? Nulla. Molestie.,2,1,2,1,Eleifend? Ante tempus. Id rhoncus morbi eget felis nullam wisi nulla risus consectetuer justo.,,,3,,,2,1,1,,,,,,2,"Natoque montes tempora. Pellentesque tempora magna ultrices, platea nibh egestas aliquam erat orci metus.",3,1,,,,,,,,1,2,Sed! Phasellus turpis rutrum mi nullam facilisis. Convallis odio vestibulum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"A velit gravida nonummy, ligula quis bibendum auctor risus ante? Cursus.",2,
R_eqSAK6Z38jgGGkl,2,3,Lectus massa bibendum morbi ligula atque. Dictumst laoreet maecenas! Nec aliquam egestas id.,4,1,1,,,,,2,1,"Phasellus, dolor ab, dolorem pede vivamus in. Vestibulum gravida dictumst. Quam gravida culpa.",4,3,2,3,A? Ab duis quis convallis et sem magna volutpat velit. Porta primis.,4,1,1,3,Non vitae et sapien dignissim iaculis egestas tempora. Faucibus enim quam ultricies at vehicula potenti.,4,2,,,,2,3,1,,,,,,,,,,,2,,4,,,,,,,8,,,,11,1,,,13,,3,,5,,9,,10,,6,7,,,12,"Dictumst. Malesuada lacus, pede primis. Etiam consectetuer eros justo blandit.",,,,,,,,,,,,,,
R_0DJxEkMVocfzL7v,2,4,"Purus sagittis sollicitudin. Temporibus tempora erat, neque orci neque eu id purus lacus metus.",3,1,,2,Aliquet? Dolor nonummy consectetuer. Cras nonummy dolor wisi sagittis tellus dolor tortor dolorem vivamus fusce.,3,1,1,2,"Ridiculus vivamus ridiculus accumsan non mi, wisi ut eros, cursus purus.",,3,,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Orci fringilla convallis? Enim ullamcorper, mauris pede porttitor nec primis primis? Pretium.",,,3,,1,,,,,,,
R_bJ9uGMgw97h7act,1,4,Fermentum mi? Eleifend sit magnis facilisis gravida morbi. Tellus fermentum massa enim.,3,2,1,,,2,,,1,Non. Eu arcu. Natoque id dapibus atque facilisis aliquam nibh.,,2,1,,,,,3,1,Eget a rutrum. Commodo. Dapibus aliquet enim montes maecenas eros mi amet posuere a gravida.,4,2,,,,,,,,,,,,,2,"Amet, dictumst pellentesque magna magnis? Pretium vivamus, elementum venenatis? Sollicitudin convallis natoque.",1,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
R_88RRzB0LeVtkAw5,2,4,"In diam amet? A nullam? Sagittis nibh, euismod. Tincidunt luctus et.",1,3,,2,"Faucibus iaculis, augue nunc donec iaculis vitae. Molestie! Tempor at wisi egestas augue facilisis! Nulla.",1,3,,,,,,,1,Interdum posuere urna aenean accumsan etiam vel. Magna nullam rhoncus pharetra.,3,2,,1,Neque rhoncus vestibulum. Per auctor velit mattis tellus quis consequat commodo scelerisque placerat.,3,2,,,,,,,,,,,,3,1,Molestie rhoncus? Vivamus! Convallis sit elementum rutrum natoque nibh maecenas mauris.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9ughg9BseaTYyBn,4,1,"Erat aenean orci, mi. Faucibus nonummy. Fermentum ridiculus vel pede sollicitudin.",3,2,3,2,"Magnis, ridiculus, dolor magnis dolor bibendum ab odio. Elit vitae.",1,4,4,3,Vestibulum imperdiet sollicitudin integer pede ridiculus consequat nulla tortor temporibus in aenean quam.,2,1,1,4,"Volutpat accusamus vitae luctus placerat luctus, est quam nibh nibh.",2,3,,3,Morbi pharetra sem nec curabitur lacus! Turpis mauris lacus commodo temporibus nonummy maecenas! Volutpat? Mi.,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
